,puntos_turisticos,viajeros_y_pernoctaciones,residencia,periodo,total
16440,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2008M04,
16441,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2008M03,
16442,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2008M02,
16443,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2008M01,
16444,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M12,
16445,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M11,
16446,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M10,
16447,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M09,
16448,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M08,
16449,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M07,
16450,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M06,
16451,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M05,
16452,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M04,
16453,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M03,
16454,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M02,
16455,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2007M01,
16456,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M12,
16457,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M11,
16458,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M10,
16459,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M09,
16460,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M08,
16461,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M07,
16462,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M06,
16463,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M05,
16464,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M04,
16465,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M03,
16466,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M02,
16467,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2006M01,
16468,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M12,
16469,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M11,
16470,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M10,
16471,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M09,
16472,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M08,
16473,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M07,
16474,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M06,
16475,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M05,
16476,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M04,
16477,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M03,
16478,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M02,
16479,08270 Sitges,Pernoctaciones,Residentes en el Extranjero,2005M01,
18128,10148 Plasencia,Viajero,Residentes en Espa̱a,2022M02,
18129,10148 Plasencia,Viajero,Residentes en Espa̱a,2022M01,
18140,10148 Plasencia,Viajero,Residentes en Espa̱a,2021M02,
18141,10148 Plasencia,Viajero,Residentes en Espa̱a,2021M01,
18151,10148 Plasencia,Viajero,Residentes en Espa̱a,2020M03,
18205,10148 Plasencia,Viajero,Residentes en Espa̱a,2015M09,
18210,10148 Plasencia,Viajero,Residentes en Espa̱a,2015M04,
18211,10148 Plasencia,Viajero,Residentes en Espa̱a,2015M03,
18212,10148 Plasencia,Viajero,Residentes en Espa̱a,2015M02,
18213,10148 Plasencia,Viajero,Residentes en Espa̱a,2015M01,
18214,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M12,
18215,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M11,
18216,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M10,
18217,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M09,
18224,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M02,
18225,10148 Plasencia,Viajero,Residentes en Espa̱a,2014M01,
18253,10148 Plasencia,Viajero,Residentes en Espa̱a,2011M09,
18255,10148 Plasencia,Viajero,Residentes en Espa̱a,2011M07,
18261,10148 Plasencia,Viajero,Residentes en Espa̱a,2011M01,
18332,10148 Plasencia,Viajero,Residentes en Espa̱a,2005M02,
18333,10148 Plasencia,Viajero,Residentes en Espa̱a,2005M01,
18334,10148 Plasencia,Viajero,Residentes en el Extranjero,2022M02,
18335,10148 Plasencia,Viajero,Residentes en el Extranjero,2022M01,
18346,10148 Plasencia,Viajero,Residentes en el Extranjero,2021M02,
18347,10148 Plasencia,Viajero,Residentes en el Extranjero,2021M01,
18357,10148 Plasencia,Viajero,Residentes en el Extranjero,2020M03,
18411,10148 Plasencia,Viajero,Residentes en el Extranjero,2015M09,
18416,10148 Plasencia,Viajero,Residentes en el Extranjero,2015M04,
18417,10148 Plasencia,Viajero,Residentes en el Extranjero,2015M03,
18418,10148 Plasencia,Viajero,Residentes en el Extranjero,2015M02,
18419,10148 Plasencia,Viajero,Residentes en el Extranjero,2015M01,
18420,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M12,
18421,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M11,
18422,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M10,
18423,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M09,
18430,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M02,
18431,10148 Plasencia,Viajero,Residentes en el Extranjero,2014M01,
18459,10148 Plasencia,Viajero,Residentes en el Extranjero,2011M09,
18461,10148 Plasencia,Viajero,Residentes en el Extranjero,2011M07,
18467,10148 Plasencia,Viajero,Residentes en el Extranjero,2011M01,
18538,10148 Plasencia,Viajero,Residentes en el Extranjero,2005M02,
18539,10148 Plasencia,Viajero,Residentes en el Extranjero,2005M01,
18540,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2022M02,
18541,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2022M01,
18552,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2021M02,
18553,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2021M01,
18563,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2020M03,
18617,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2015M09,
18622,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2015M04,
18623,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2015M03,
18624,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2015M02,
18625,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2015M01,
18626,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M12,
18627,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M11,
18628,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M10,
18629,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M09,
18636,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M02,
18637,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2014M01,
18665,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2011M09,
18667,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2011M07,
18673,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2011M01,
18744,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2005M02,
18745,10148 Plasencia,Pernoctaciones,Residentes en Espa̱a,2005M01,
18746,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2022M02,
18747,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2022M01,
18758,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2021M02,
18759,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2021M01,
18769,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2020M03,
18823,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2015M09,
18828,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2015M04,
18829,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2015M03,
18830,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2015M02,
18831,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2015M01,
18832,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M12,
18833,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M11,
18834,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M10,
18835,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M09,
18842,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M02,
18843,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2014M01,
18871,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2011M09,
18873,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2011M07,
18879,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2011M01,
18950,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2005M02,
18951,10148 Plasencia,Pernoctaciones,Residentes en el Extranjero,2005M01,
19002,10195 Trujillo,Viajero,Residentes en Espa̱a,2017M12,
19013,10195 Trujillo,Viajero,Residentes en Espa̱a,2017M01,
19024,10195 Trujillo,Viajero,Residentes en Espa̱a,2016M02,
19025,10195 Trujillo,Viajero,Residentes en Espa̱a,2016M01,
19072,10195 Trujillo,Viajero,Residentes en Espa̱a,2012M02,
19073,10195 Trujillo,Viajero,Residentes en Espa̱a,2012M01,
19208,10195 Trujillo,Viajero,Residentes en el Extranjero,2017M12,
19219,10195 Trujillo,Viajero,Residentes en el Extranjero,2017M01,
19230,10195 Trujillo,Viajero,Residentes en el Extranjero,2016M02,
19231,10195 Trujillo,Viajero,Residentes en el Extranjero,2016M01,
19278,10195 Trujillo,Viajero,Residentes en el Extranjero,2012M02,
19279,10195 Trujillo,Viajero,Residentes en el Extranjero,2012M01,
19414,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2017M12,
19425,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2017M01,
19436,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2016M02,
19437,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2016M01,
19484,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2012M02,
19485,10195 Trujillo,Pernoctaciones,Residentes en Espa̱a,2012M01,
19620,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2017M12,
19631,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2017M01,
19642,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2016M02,
19643,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2016M01,
19690,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2012M02,
19691,10195 Trujillo,Pernoctaciones,Residentes en el Extranjero,2012M01,
19784,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M06,
19785,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M05,
19786,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M04,
19787,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M03,
19788,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M02,
19789,11004 Algeciras,Viajero,Residentes en Espa̱a,2021M01,
19790,11004 Algeciras,Viajero,Residentes en Espa̱a,2020M12,
19791,11004 Algeciras,Viajero,Residentes en Espa̱a,2020M11,
19792,11004 Algeciras,Viajero,Residentes en Espa̱a,2020M10,
19814,11004 Algeciras,Viajero,Residentes en Espa̱a,2018M12,
19815,11004 Algeciras,Viajero,Residentes en Espa̱a,2018M11,
19816,11004 Algeciras,Viajero,Residentes en Espa̱a,2018M10,
19838,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M12,
19839,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M11,
19840,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M10,
19842,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M08,
19844,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M06,
19845,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M05,
19846,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M04,
19847,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M03,
19848,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M02,
19849,11004 Algeciras,Viajero,Residentes en Espa̱a,2016M01,
19850,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M12,
19851,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M11,
19852,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M10,
19853,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M09,
19854,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M08,
19855,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M07,
19856,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M06,
19857,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M05,
19858,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M04,
19859,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M03,
19860,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M02,
19861,11004 Algeciras,Viajero,Residentes en Espa̱a,2015M01,
19862,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M12,
19863,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M11,
19864,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M10,
19865,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M09,
19866,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M08,
19867,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M07,
19868,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M06,
19869,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M05,
19870,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M04,
19871,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M03,
19872,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M02,
19873,11004 Algeciras,Viajero,Residentes en Espa̱a,2014M01,
19874,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M12,
19875,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M11,
19876,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M10,
19877,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M09,
19878,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M08,
19879,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M07,
19880,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M06,
19881,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M05,
19882,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M04,
19883,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M03,
19884,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M02,
19885,11004 Algeciras,Viajero,Residentes en Espa̱a,2013M01,
19934,11004 Algeciras,Viajero,Residentes en Espa̱a,2008M12,
19940,11004 Algeciras,Viajero,Residentes en Espa̱a,2008M06,
19941,11004 Algeciras,Viajero,Residentes en Espa̱a,2008M05,
19945,11004 Algeciras,Viajero,Residentes en Espa̱a,2008M01,
19990,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M06,
19991,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M05,
19992,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M04,
19993,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M03,
19994,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M02,
19995,11004 Algeciras,Viajero,Residentes en el Extranjero,2021M01,
19996,11004 Algeciras,Viajero,Residentes en el Extranjero,2020M12,
19997,11004 Algeciras,Viajero,Residentes en el Extranjero,2020M11,
19998,11004 Algeciras,Viajero,Residentes en el Extranjero,2020M10,
20020,11004 Algeciras,Viajero,Residentes en el Extranjero,2018M12,
20021,11004 Algeciras,Viajero,Residentes en el Extranjero,2018M11,
20022,11004 Algeciras,Viajero,Residentes en el Extranjero,2018M10,
20044,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M12,
20045,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M11,
20046,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M10,
20048,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M08,
20050,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M06,
20051,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M05,
20052,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M04,
20053,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M03,
20054,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M02,
20055,11004 Algeciras,Viajero,Residentes en el Extranjero,2016M01,
20056,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M12,
20057,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M11,
20058,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M10,
20059,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M09,
20060,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M08,
20061,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M07,
20062,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M06,
20063,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M05,
20064,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M04,
20065,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M03,
20066,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M02,
20067,11004 Algeciras,Viajero,Residentes en el Extranjero,2015M01,
20068,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M12,
20069,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M11,
20070,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M10,
20071,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M09,
20072,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M08,
20073,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M07,
20074,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M06,
20075,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M05,
20076,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M04,
20077,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M03,
20078,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M02,
20079,11004 Algeciras,Viajero,Residentes en el Extranjero,2014M01,
20080,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M12,
20081,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M11,
20082,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M10,
20083,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M09,
20084,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M08,
20085,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M07,
20086,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M06,
20087,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M05,
20088,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M04,
20089,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M03,
20090,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M02,
20091,11004 Algeciras,Viajero,Residentes en el Extranjero,2013M01,
20140,11004 Algeciras,Viajero,Residentes en el Extranjero,2008M12,
20146,11004 Algeciras,Viajero,Residentes en el Extranjero,2008M06,
20147,11004 Algeciras,Viajero,Residentes en el Extranjero,2008M05,
20151,11004 Algeciras,Viajero,Residentes en el Extranjero,2008M01,
20196,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M06,
20197,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M05,
20198,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M04,
20199,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M03,
20200,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M02,
20201,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2021M01,
20202,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2020M12,
20203,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2020M11,
20204,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2020M10,
20226,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2018M12,
20227,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2018M11,
20228,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2018M10,
20250,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2016M12,
20251,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2016M11,
20252,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2016M10,
20254,11004 Algeciras,Pernoctaciones,Residentes en Espa̱a,2016M08,
